REPORT_DATE,REGION_NAME,PORTFOLIO_NAME,MARKET_DATE,MARKET_HOUR,REALIZED_BOOL,DA_MW,DA_LMP,GENERATION_MW,RT_LMP,PREVIOUS_DAY_FORECAST,PREVIOUS_DAY_FORECAST_VOLUME,PREVIOUS_DAY_FORECAST_PERC10,PREVIOUS_DAY_FORECAST_PERC90
2022-11-01,MISO,Sugar Creek,2022-02-06,13,TRUE,0,35.21,73.002,35.21,2022-02-05T06:00:00Z,69.30100000000,43.854000000000,94.748000000000
2022-11-01,MISO,Sugar Creek,2022-02-06,14,TRUE,0,67.1,78,67.1,2022-02-05T06:00:00Z,64.24700000000,39.315000000000,89.180000000000
2022-11-01,MISO,Sugar Creek,2022-02-06,15,TRUE,0,52.99,70.999,52.99,2022-02-05T06:00:00Z,63.17300000000,38.325000000000,88.021000000000
2022-11-01,MISO,Sugar Creek,2022-02-06,16,TRUE,0,52.42,78,52.42,2022-02-05T06:00:00Z,59.69300000000,35.192000000000,84.195000000000
2022-11-01,MISO,Sugar Creek,2022-02-06,17,TRUE,-18.4,55.67,92.001,55.67,2022-02-05T06:00:00Z,64.45800000000,39.409000000000,89.508000000000
2022-11-01,MISO,Sugar Creek,2022-02-06,18,TRUE,-47.9,42.05,102,42.05,2022-02-05T06:00:00Z,72.57900000000,46.615000000000,98.542000000000
2022-11-01,MISO,Sugar Creek,2022-02-06,19,TRUE,-55,69.66,99.001,69.66,2022-02-05T06:00:00Z,69.18600000000,43.559000000000,94.812000000000
2022-11-01,MISO,Sugar Creek,2022-02-06,20,TRUE,-50.6,43.84,103.002,43.84,2022-02-05T06:00:00Z,69.37200000000,43.693000000000,95.051000000000
2022-11-01,MISO,Sugar Creek,2022-02-06,21,TRUE,-50.9,36.88,134.001,36.88,2022-02-05T06:00:00Z,66.97900000000,41.529000000000,92.429000000000
2022-11-01,MISO,Sugar Creek,2022-02-06,22,TRUE,-49.5,37.9,165.002,37.9,2022-02-05T06:00:00Z,63.28300000000,38.205000000000,88.361000000000
2022-11-01,MISO,Sugar Creek,2022-02-06,23,TRUE,-46.8,37.42,128.001,37.42,2022-02-05T06:00:00Z,59.61000000000,34.903000000000,84.318000000000
2022-11-01,MISO,Sugar Creek,2022-02-06,24,TRUE,-43.8,36.96,174.001,36.96,2022-02-05T06:00:00Z,62.63100000000,37.561000000000,87.700000000000
2022-11-01,MISO,Sugar Creek,2022-02-07,1,TRUE,-101.6,32.53,172,32.53,2022-02-06T06:00:00Z,137.07700000000,112.474000000000,161.680000000000
2022-11-01,MISO,Sugar Creek,2022-02-07,2,TRUE,-102.8,32.84,168,32.84,2022-02-06T06:00:00Z,137.02300000000,112.384000000000,161.663000000000
2022-11-01,MISO,Sugar Creek,2022-02-07,3,TRUE,-102.8,39.54,161,39.54,2022-02-06T06:00:00Z,123.45200000000,97.335000000000,149.570000000000
2022-11-01,MISO,Sugar Creek,2022-02-07,4,TRUE,-92.6,35.21,160,35.21,2022-02-06T06:00:00Z,124.66400000000,98.643000000000,150.685000000000
2022-11-01,MISO,Sugar Creek,2022-02-07,5,TRUE,-93.5,33.74,96,33.74,2022-02-06T06:00:00Z,120.16000000000,93.625000000000,146.695000000000
2022-11-01,MISO,Sugar Creek,2022-02-07,6,TRUE,-90.2,39.75,112.998,39.75,2022-02-06T06:00:00Z,118.38700000000,91.630000000000,145.145000000000
2022-11-01,MISO,Sugar Creek,2022-02-07,7,TRUE,-88.8,55.42,133,55.42,2022-02-06T06:00:00Z,113.62000000000,86.318000000000,140.922000000000
2022-11-01,MISO,Sugar Creek,2022-02-07,8,TRUE,-85.2,54.46,132,54.46,2022-02-06T06:00:00Z,103.91500000000,75.537000000000,132.293000000000
2022-11-01,MISO,Sugar Creek,2022-02-07,9,TRUE,-77.9,66.61,109.999,66.61,2022-02-06T06:00:00Z,100.05600000000,71.431000000000,128.681000000000
2022-11-01,MISO,Sugar Creek,2022-02-07,10,TRUE,-75.1,62.82,65.002,62.82,2022-02-06T06:00:00Z,90.37000000000,62.751000000000,117.989000000000
2022-11-01,MISO,Sugar Creek,2022-02-07,11,TRUE,0,61.59,31,61.59,2022-02-06T06:00:00Z,69.07200000000,43.713000000000,94.431000000000
2022-11-01,MISO,Sugar Creek,2022-02-07,12,TRUE,0,53.33,18.999,53.33,2022-02-06T06:00:00Z,52.82400000000,29.186000000000,76.463000000000
2022-11-01,MISO,Sugar Creek,2022-02-07,13,TRUE,0,48.81,14,48.81,2022-02-06T06:00:00Z,41.81400000000,19.335000000000,64.293000000000
2022-11-01,MISO,Sugar Creek,2022-02-07,14,TRUE,0,49.36,10.001,49.36,2022-02-06T06:00:00Z,34.81100000000,13.061000000000,56.561000000000
2022-11-01,MISO,Sugar Creek,2022-02-07,15,TRUE,0,52.86,5,52.86,2022-02-06T06:00:00Z,28.95200000000,7.809000000000,50.095000000000
2022-11-01,MISO,Sugar Creek,2022-02-07,16,TRUE,0,48.48,2.003,48.48,2022-02-06T06:00:00Z,25.24700000000,4.479000000000,46.015000000000
2022-11-01,MISO,Sugar Creek,2022-02-07,17,TRUE,0,82.84,0.996,82.84,2022-02-06T06:00:00Z,20.88200000000,0.562000000000,41.201000000000
2022-11-01,MISO,Sugar Creek,2022-02-07,18,TRUE,0,63.79,0.996,63.79,2022-02-06T06:00:00Z,21.13900000000,0.766000000000,41.512000000000
2022-11-01,MISO,Sugar Creek,2022-02-07,19,TRUE,0,76.08,3.001,76.08,2022-02-06T06:00:00Z,21.29300000000,0.877000000000,41.708000000000
2022-11-01,MISO,Sugar Creek,2022-02-07,20,TRUE,0,53.41,7.001,53.41,2022-02-06T06:00:00Z,25.79400000000,4.863000000000,46.726000000000
2022-11-01,MISO,Sugar Creek,2022-02-07,21,TRUE,0,76.72,1.001,76.72,2022-02-06T06:00:00Z,33.93800000000,12.092000000000,55.784000000000
2022-11-01,MISO,Sugar Creek,2022-02-07,22,TRUE,0,140.58,2,140.58,2022-02-06T06:00:00Z,40.66800000000,18.060000000000,63.276000000000
2022-11-01,MISO,Sugar Creek,2022-02-07,23,TRUE,0,138.1,15.999,138.1,2022-02-06T06:00:00Z,56.20500000000,31.870000000000,80.541000000000
2022-11-01,MISO,Sugar Creek,2022-02-07,24,TRUE,0,70.91,53.001,70.91,2022-02-06T06:00:00Z,73.87000000000,47.570000000000,100.170000000000
2022-11-01,MISO,Sugar Creek,2022-02-08,1,TRUE,-53.7,52.83,88.001,52.83,2022-02-07T06:00:00Z,101.03900000000,72.602000000000,129.475000000000
2022-11-01,MISO,Sugar Creek,2022-02-08,2,TRUE,-50.5,53.01,97,53.01,2022-02-07T06:00:00Z,100.76500000000,72.314000000000,129.217000000000
2022-11-01,MISO,Sugar Creek,2022-02-08,3,TRUE,-50.4,44.33,112.001,44.33,2022-02-07T06:00:00Z,95.17600000000,67.285000000000,123.067000000000
2022-11-01,MISO,Sugar Creek,2022-02-08,4,TRUE,-47.6,39,163.001,39,2022-02-07T06:00:00Z,92.49500000000,64.855000000000,120.134000000000
2022-11-01,MISO,Sugar Creek,2022-02-08,5,TRUE,-46.3,36.07,172,36.07,2022-02-07T06:00:00Z,85.72100000000,58.771000000000,112.670000000000
2022-11-01,MISO,Sugar Creek,2022-02-08,6,TRUE,-42.9,30.31,186.001,30.31,2022-02-07T06:00:00Z,87.61800000000,60.431000000000,114.804000000000
2022-11-01,MISO,Sugar Creek,2022-02-08,7,TRUE,-43.8,44.85,164.001,44.85,2022-02-07T06:00:00Z,97.21600000000,68.966000000000,125.465000000000
2022-11-01,MISO,Sugar Creek,2022-02-08,8,TRUE,-48.6,55.06,141.001,55.06,2022-02-07T06:00:00Z,108.09200000000,80.162000000000,136.021000000000
2022-11-01,MISO,Sugar Creek,2022-02-08,9,TRUE,-54.1,49.49,139,49.49,2022-02-07T06:00:00Z,120.50000000000,93.868000000000,147.131000000000
2022-11-01,MISO,Sugar Creek,2022-02-08,10,TRUE,-60.3,38.54,104,38.54,2022-02-07T06:00:00Z,131.31400000000,105.813000000000,156.816000000000
2022-11-01,MISO,Sugar Creek,2022-02-08,11,TRUE,-65.7,36.95,92.002,36.95,2022-02-07T06:00:00Z,143.64900000000,119.445000000000,167.854000000000
2022-11-01,MISO,Sugar Creek,2022-02-08,12,TRUE,-71.9,79.89,99.001,79.89,2022-02-07T06:00:00Z,148.50200000000,124.791000000000,172.213000000000
2022-11-01,MISO,Sugar Creek,2022-02-08,13,TRUE,-74.3,39.03,86.001,39.03,2022-02-07T06:00:00Z,145.88800000000,121.865000000000,169.911000000000
2022-11-01,MISO,Sugar Creek,2022-02-08,14,TRUE,-73,30.14,87.001,30.14,2022-02-07T06:00:00Z,150.04100000000,126.436000000000,173.645000000000
2022-11-01,MISO,Sugar Creek,2022-02-08,15,TRUE,-75,27.75,75.999,27.75,2022-02-07T06:00:00Z,149.64000000000,125.963000000000,173.317000000000
2022-11-01,MISO,Sugar Creek,2022-02-08,16,TRUE,-74.8,30.63,104,30.63,2022-02-07T06:00:00Z,144.26500000000,119.976000000000,168.554000000000
2022-11-01,MISO,Sugar Creek,2022-02-08,17,TRUE,-72.2,29.88,163.002,29.88,2022-02-07T06:00:00Z,147.59200000000,123.634000000000,171.551000000000
2022-11-01,MISO,Sugar Creek,2022-02-08,18,TRUE,-73.8,38.22,183,38.22,2022-02-07T06:00:00Z,144.33200000000,119.989000000000,168.675000000000
2022-11-01,MISO,Sugar Creek,2022-02-08,19,TRUE,-72.2,98.71,186,98.71,2022-02-07T06:00:00Z,132.53200000000,106.874000000000,158.189000000000
2022-11-01,MISO,Sugar Creek,2022-02-08,20,TRUE,-66.3,29.44,185,29.44,2022-02-07T06:00:00Z,122.66300000000,95.898000000000,149.427000000000
2022-11-01,MISO,Sugar Creek,2022-02-08,21,TRUE,-61.4,35.32,184,35.32,2022-02-07T06:00:00Z,114.95300000000,87.314000000000,142.592000000000
2022-11-01,MISO,Sugar Creek,2022-02-08,22,TRUE,-57.5,36.75,172.999,36.75,2022-02-07T06:00:00Z,98.24300000000,69.347000000000,127.139000000000
2022-11-01,MISO,Sugar Creek,2022-02-08,23,TRUE,-49.1,31.04,127,31.04,2022-02-07T06:00:00Z,96.29600000000,67.576000000000,125.015000000000
2022-11-01,MISO,Sugar Creek,2022-02-08,24,TRUE,-48.2,32.41,126.001,32.41,2022-02-07T06:00:00Z,82.44500000000,55.206000000000,109.683000000000
2022-11-01,MISO,Sugar Creek,2022-02-09,1,TRUE,-42.3,40.71,81.001,40.71,,,,
2022-11-01,MISO,Sugar Creek,2022-02-09,2,TRUE,-35.2,33.22,67.001,33.22,,,,
2022-11-01,MISO,Sugar Creek,2022-02-09,3,TRUE,-31.1,35.43,38.001,35.43,,,,
2022-11-01,MISO,Sugar Creek,2022-02-09,4,TRUE,-34.8,30.04,25,30.04,,,,
2022-11-01,MISO,Sugar Creek,2022-02-09,5,TRUE,-44.1,29.29,83.002,29.29,,,,
2022-11-01,MISO,Sugar Creek,2022-02-09,6,TRUE,-45.3,28.63,124,28.63,,,,
2022-11-01,MISO,Sugar Creek,2022-02-09,7,TRUE,-25.6,21.39,138,21.39,,,,
2022-11-01,MISO,Sugar Creek,2022-02-09,8,TRUE,-26.7,35.35,127.001,35.35,,,,
2022-11-01,MISO,Sugar Creek,2022-02-09,9,TRUE,-50.7,33.93,60,33.93,,,,
2022-11-01,MISO,Sugar Creek,2022-02-09,10,TRUE,-46.7,30.37,86,30.37,,,,
2022-11-01,MISO,Sugar Creek,2022-02-09,11,TRUE,-45.9,28.22,102,28.22,,,,
2022-11-01,MISO,Sugar Creek,2022-02-09,12,TRUE,-46.4,25.99,85.001,25.99,,,,
2022-11-01,MISO,Sugar Creek,2022-02-09,13,TRUE,-42.8,37.75,98.003,37.75,,,,
2022-11-01,MISO,Sugar Creek,2022-02-09,14,TRUE,-47.9,25.8,107.001,25.8,,,,
2022-11-01,MISO,Sugar Creek,2022-02-09,15,TRUE,-76.7,24.22,95.001,24.22,,,,
2022-11-01,MISO,Sugar Creek,2022-02-09,16,TRUE,-82.4,23.57,110.002,23.57,,,,
2022-11-01,MISO,Sugar Creek,2022-02-09,17,TRUE,-87.8,24.69,103.997,24.69,,,,
2022-11-01,MISO,Sugar Creek,2022-02-09,18,TRUE,-93.4,24.3,112.001,24.3,,,,
2022-11-01,MISO,Sugar Creek,2022-02-09,19,TRUE,-97.9,28.32,163.001,28.32,,,,
2022-11-01,MISO,Sugar Creek,2022-02-09,20,TRUE,-95.4,30.94,163.999,30.94,,,,
2022-11-01,MISO,Sugar Creek,2022-02-09,21,TRUE,-91.5,33.91,102.999,33.91,,,,
2022-11-01,MISO,Sugar Creek,2022-02-09,22,TRUE,-88.6,35.23,87.001,35.23,,,,
2022-11-01,MISO,Sugar Creek,2022-02-09,23,TRUE,-82.4,31.48,106.999,31.48,,,,
2022-11-01,MISO,Sugar Creek,2022-02-09,24,TRUE,-81.4,29.75,84.999,29.75,,,,
2022-11-01,MISO,Sugar Creek,2022-02-10,1,TRUE,-103.1,29.26,134,29.26,2022-02-09T06:00:00Z,143.91600000000,120.041000000000,167.792000000000
2022-11-01,MISO,Sugar Creek,2022-02-10,2,TRUE,-107.9,27.71,147.999,27.71,2022-02-09T06:00:00Z,137.07600000000,112.443000000000,161.710000000000
2022-11-01,MISO,Sugar Creek,2022-02-10,3,TRUE,-102.8,28.81,158.998,28.81,2022-02-09T06:00:00Z,129.22300000000,103.721000000000,154.725000000000
2022-11-01,MISO,Sugar Creek,2022-02-10,4,TRUE,-96.9,29.96,133.999,29.96,2022-02-09T06:00:00Z,114.30100000000,87.173000000000,141.428000000000
2022-11-01,MISO,Sugar Creek,2022-02-10,5,TRUE,-85.7,30.78,132.999,30.78,2022-02-09T06:00:00Z,102.56400000000,74.148000000000,130.980000000000
2022-11-01,MISO,Sugar Creek,2022-02-10,6,TRUE,-77,35.35,102,35.35,2022-02-09T06:00:00Z,99.12100000000,70.703000000000,127.539000000000
2022-11-01,MISO,Sugar Creek,2022-02-10,7,TRUE,-49.6,41.48,71,41.48,2022-02-09T06:00:00Z,99.33000000000,70.854000000000,127.806000000000
2022-11-01,MISO,Sugar Creek,2022-02-10,8,TRUE,-49.7,48.85,72.001,48.85,2022-02-09T06:00:00Z,93.31400000000,65.448000000000,121.179000000000
2022-11-01,MISO,Sugar Creek,2022-02-10,9,TRUE,-46.7,40.69,60.999,40.69,2022-02-09T06:00:00Z,81.41500000000,54.793000000000,108.037000000000
2022-11-01,MISO,Sugar Creek,2022-02-10,10,TRUE,-40.7,35.25,30.999,35.25,2022-02-09T06:00:00Z,94.14700000000,66.122000000000,122.172000000000
2022-11-01,MISO,Sugar Creek,2022-02-10,11,TRUE,-47.1,34.15,78.002,34.15,2022-02-09T06:00:00Z,91.46000000000,63.689000000000,119.231000000000
2022-11-01,MISO,Sugar Creek,2022-02-10,12,TRUE,-45.8,30.76,48.999,30.76,2022-02-09T06:00:00Z,84.77000000000,57.686000000000,111.854000000000
2022-11-01,MISO,Sugar Creek,2022-02-10,13,TRUE,-42.4,27.33,46.002,27.33,2022-02-09T06:00:00Z,76.15000000000,49.963000000000,102.337000000000
2022-11-01,MISO,Sugar Creek,2022-02-10,14,TRUE,-38.1,27.54,29.002,27.54,2022-02-09T06:00:00Z,67.63900000000,42.340000000000,92.939000000000
2022-11-01,MISO,Sugar Creek,2022-02-10,15,TRUE,-33.8,29.78,31.999,29.78,2022-02-09T06:00:00Z,62.77400000000,37.969000000000,87.578000000000
2022-11-01,MISO,Sugar Creek,2022-02-10,16,TRUE,-31.4,28.92,26.001,28.92,2022-02-09T06:00:00Z,59.72700000000,35.222000000000,84.232000000000
2022-11-01,MISO,Sugar Creek,2022-02-10,17,TRUE,-29.9,37.87,29,37.87,2022-02-09T06:00:00Z,62.81800000000,37.946000000000,87.689000000000
2022-11-01,MISO,Sugar Creek,2022-02-10,18,TRUE,-31.4,44.36,27,44.36,2022-02-09T06:00:00Z,81.67700000000,54.725000000000,108.629000000000
2022-11-01,MISO,Sugar Creek,2022-02-10,19,TRUE,-40.9,35.11,54,35.11,2022-02-09T06:00:00Z,108.10900000000,79.795000000000,136.424000000000
2022-11-01,MISO,Sugar Creek,2022-02-10,20,TRUE,-54.1,39.02,89.001,39.02,2022-02-09T06:00:00Z,141.46800000000,116.753000000000,166.184000000000
2022-11-01,MISO,Sugar Creek,2022-02-10,21,TRUE,-70.8,35.52,127.001,35.52,2022-02-09T06:00:00Z,168.28700000000,146.465000000000,190.108000000000
2022-11-01,MISO,Sugar Creek,2022-02-10,22,TRUE,-84.2,30.01,154.002,30.01,2022-02-09T06:00:00Z,182.47700000000,162.178000000000,202.000000000000
2022-11-01,MISO,Sugar Creek,2022-02-10,23,TRUE,-91.3,25.22,186.001,25.22,2022-02-09T06:00:00Z,190.71400000000,171.291000000000,202.000000000000
2022-11-01,MISO,Sugar Creek,2022-02-10,24,TRUE,-95.4,26.79,185.999,26.79,2022-02-09T06:00:00Z,195.86000000000,176.975000000000,202.000000000000
2022-11-01,MISO,Sugar Creek,2022-02-11,1,TRUE,-145.2,26.96,188,26.96,2022-02-10T06:00:00Z,186.46200000000,167.113000000000,202.000000000000
2022-11-01,MISO,Sugar Creek,2022-02-11,2,TRUE,-139.9,28.71,188,28.71,2022-02-10T06:00:00Z,194.47400000000,175.955000000000,202.000000000000
2022-11-01,MISO,Sugar Creek,2022-02-11,3,TRUE,-145.9,27.31,187.001,27.31,2022-02-10T06:00:00Z,195.70200000000,177.290000000000,202.000000000000
2022-11-01,MISO,Sugar Creek,2022-02-11,4,TRUE,-146.8,25.97,184,25.97,2022-02-10T06:00:00Z,197.03600000000,178.743000000000,202.000000000000
2022-11-01,MISO,Sugar Creek,2022-02-11,5,TRUE,-147.8,20.25,190.001,20.25,2022-02-10T06:00:00Z,194.00100000000,175.361000000000,202.000000000000
2022-11-01,MISO,Sugar Creek,2022-02-11,6,TRUE,-145.5,28.3,191,28.3,2022-02-10T06:00:00Z,187.58800000000,168.238000000000,202.000000000000
2022-11-01,MISO,Sugar Creek,2022-02-11,7,TRUE,-140.7,30.78,189,30.78,2022-02-10T06:00:00Z,187.47900000000,168.094000000000,202.000000000000
2022-11-01,MISO,Sugar Creek,2022-02-11,8,TRUE,-140.6,36.17,189,36.17,2022-02-10T06:00:00Z,187.45200000000,168.039000000000,202.000000000000
2022-11-01,MISO,Sugar Creek,2022-02-11,9,TRUE,-140.6,32.34,187.002,32.34,2022-02-10T06:00:00Z,167.48600000000,145.903000000000,189.069000000000
2022-11-01,MISO,Sugar Creek,2022-02-11,10,TRUE,-125.6,30.77,176.001,30.77,2022-02-10T06:00:00Z,136.32600000000,111.364000000000,161.288000000000
2022-11-01,MISO,Sugar Creek,2022-02-11,11,TRUE,-102.2,29.37,166,29.37,2022-02-10T06:00:00Z,124.47900000000,98.210000000000,150.748000000000
2022-11-01,MISO,Sugar Creek,2022-02-11,12,TRUE,-93.4,26.56,145.002,26.56,2022-02-10T06:00:00Z,110.59900000000,82.800000000000,138.399000000000
2022-11-01,MISO,Sugar Creek,2022-02-11,13,TRUE,-83,26.31,128,26.31,2022-02-10T06:00:00Z,105.40400000000,77.009000000000,133.799000000000
2022-11-01,MISO,Sugar Creek,2022-02-11,14,TRUE,-79.1,27.23,143.999,27.23,2022-02-10T06:00:00Z,115.63000000000,88.305000000000,142.955000000000
2022-11-01,MISO,Sugar Creek,2022-02-11,15,TRUE,-86.7,26.79,135.001,26.79,2022-02-10T06:00:00Z,128.39300000000,102.416000000000,154.370000000000
2022-11-01,MISO,Sugar Creek,2022-02-11,16,TRUE,-96.3,26.14,148.002,26.14,2022-02-10T06:00:00Z,135.38900000000,110.137000000000,160.640000000000
2022-11-01,MISO,Sugar Creek,2022-02-11,17,TRUE,-101.6,27.6,144.001,27.6,2022-02-10T06:00:00Z,159.27400000000,136.583000000000,181.965000000000
2022-11-01,MISO,Sugar Creek,2022-02-11,18,TRUE,-119.5,28.53,135.001,28.53,2022-02-10T06:00:00Z,172.89600000000,151.658000000000,194.135000000000
2022-11-01,MISO,Sugar Creek,2022-02-11,19,TRUE,-129.7,30.02,176,30.02,2022-02-10T06:00:00Z,168.39800000000,146.643000000000,190.152000000000
2022-11-01,MISO,Sugar Creek,2022-02-11,20,TRUE,-126.3,31.24,178,31.24,2022-02-10T06:00:00Z,164.65300000000,142.463000000000,186.843000000000
2022-11-01,MISO,Sugar Creek,2022-02-11,21,TRUE,-123.5,29.37,173.001,29.37,2022-02-10T06:00:00Z,196.11600000000,177.330000000000,202.000000000000
2022-11-01,MISO,Sugar Creek,2022-02-11,22,TRUE,-147.1,27.65,174.001,27.65,2022-02-10T06:00:00Z,194.88500000000,175.941000000000,202.000000000000
2022-11-01,MISO,Sugar Creek,2022-02-11,23,TRUE,-146.2,26.67,170.999,26.67,2022-02-10T06:00:00Z,190.93800000000,171.539000000000,202.000000000000
2022-11-01,MISO,Sugar Creek,2022-02-11,24,TRUE,-143.2,26.88,161.002,26.88,2022-02-10T06:00:00Z,188.68600000000,169.016000000000,202.000000000000
2022-11-01,MISO,Sugar Creek,2022-02-12,1,TRUE,-136.1,23.56,167.999,23.56,2022-02-11T06:00:00Z,183.13300000000,163.430000000000,202.000000000000
2022-11-01,MISO,Sugar Creek,2022-02-12,2,TRUE,-137.3,22.48,167.002,22.48,2022-02-11T06:00:00Z,179.06800000000,158.907000000000,199.229000000000
2022-11-01,MISO,Sugar Creek,2022-02-12,3,TRUE,-134.3,24.1,165,24.1,2022-02-11T06:00:00Z,170.67400000000,149.593000000000,191.755000000000
2022-11-01,MISO,Sugar Creek,2022-02-12,4,TRUE,-128,25.79,163.001,25.79,2022-02-11T06:00:00Z,163.21400000000,141.310000000000,185.119000000000
2022-11-01,MISO,Sugar Creek,2022-02-12,5,TRUE,-81.6,28.5,157.001,28.5,2022-02-11T06:00:00Z,161.90100000000,139.829000000000,183.973000000000
2022-11-01,MISO,Sugar Creek,2022-02-12,6,TRUE,-81,30.15,160.001,30.15,2022-02-11T06:00:00Z,150.70000000000,127.402000000000,173.999000000000
2022-11-01,MISO,Sugar Creek,2022-02-12,7,TRUE,0,30.75,164.001,30.75,2022-02-11T06:00:00Z,138.70900000000,114.096000000000,163.322000000000
2022-11-01,MISO,Sugar Creek,2022-02-12,8,TRUE,0,32.78,155,32.78,2022-02-11T06:00:00Z,123.69800000000,97.443000000000,149.953000000000
2022-11-01,MISO,Sugar Creek,2022-02-12,9,TRUE,0,33.12,148.001,33.12,2022-02-11T06:00:00Z,111.88100000000,84.323000000000,139.438000000000
2022-11-01,MISO,Sugar Creek,2022-02-12,10,TRUE,0,34.91,127.998,34.91,2022-02-11T06:00:00Z,85.06000000000,58.013000000000,112.108000000000
2022-11-01,MISO,Sugar Creek,2022-02-12,11,TRUE,0,39.09,113.001,39.09,2022-02-11T06:00:00Z,65.92800000000,40.907000000000,90.948000000000
2022-11-01,MISO,Sugar Creek,2022-02-12,12,TRUE,0,58.49,73,58.49,2022-02-11T06:00:00Z,57.49800000000,33.356000000000,81.641000000000
2022-11-01,MISO,Sugar Creek,2022-02-12,13,TRUE,-28.8,36.66,55.001,36.66,2022-02-11T06:00:00Z,53.15400000000,29.450000000000,76.858000000000
2022-11-01,MISO,Sugar Creek,2022-02-12,14,TRUE,-26.6,35.55,41.001,35.55,2022-02-11T06:00:00Z,51.72400000000,28.146000000000,75.303000000000
2022-11-01,MISO,Sugar Creek,2022-02-12,15,TRUE,-25.9,35.76,22.002,35.76,2022-02-11T06:00:00Z,55.05900000000,31.090000000000,79.029000000000
2022-11-01,MISO,Sugar Creek,2022-02-12,16,TRUE,-27.6,34.39,20,34.39,2022-02-11T06:00:00Z,56.84900000000,32.656000000000,81.042000000000
2022-11-01,MISO,Sugar Creek,2022-02-12,17,TRUE,-28.5,34.04,25.999,34.04,2022-02-11T06:00:00Z,56.07400000000,31.934000000000,80.213000000000
2022-11-01,MISO,Sugar Creek,2022-02-12,18,TRUE,-28.1,36.07,30.002,36.07,2022-02-11T06:00:00Z,52.63900000000,28.843000000000,76.436000000000
2022-11-01,MISO,Sugar Creek,2022-02-12,19,TRUE,-26.3,41.41,68.001,41.41,2022-02-11T06:00:00Z,44.66000000000,21.702000000000,67.618000000000
2022-11-01,MISO,Sugar Creek,2022-02-12,20,TRUE,0,44.63,17.001,44.63,2022-02-11T06:00:00Z,43.65800000000,20.780000000000,66.535000000000
2022-11-01,MISO,Sugar Creek,2022-02-12,21,TRUE,0,61.97,18.001,61.97,2022-02-11T06:00:00Z,41.84900000000,19.140000000000,64.557000000000
2022-11-01,MISO,Sugar Creek,2022-02-12,22,TRUE,0,131.99,12.999,131.99,2022-02-11T06:00:00Z,36.09900000000,13.990000000000,58.209000000000
2022-11-01,MISO,Sugar Creek,2022-02-12,23,TRUE,0,43.49,1.001,43.49,2022-02-11T06:00:00Z,30.75800000000,9.205000000000,52.311000000000
2022-11-01,MISO,Sugar Creek,2022-02-12,24,TRUE,0,36.78,0,36.78,2022-02-11T06:00:00Z,23.93700000000,3.104000000000,44.770000000000
2022-11-01,MISO,Sugar Creek,2022-02-13,1,TRUE,0,50.81,1.999,50.81,2022-02-12T06:00:00Z,13.05100000000,0.000000000000,32.135000000000
2022-11-01,MISO,Sugar Creek,2022-02-13,2,TRUE,0,45.48,8,45.48,2022-02-12T06:00:00Z,9.42000000000,0.000000000000,28.142000000000
2022-11-01,MISO,Sugar Creek,2022-02-13,3,TRUE,0,34.85,16.002,34.85,2022-02-12T06:00:00Z,8.17900000000,0.000000000000,26.791000000000
2022-11-01,MISO,Sugar Creek,2022-02-13,4,TRUE,0,34.37,33.999,34.37,2022-02-12T06:00:00Z,6.71900000000,0.000000000000,25.199000000000
2022-11-01,MISO,Sugar Creek,2022-02-13,5,TRUE,0,34.36,29,34.36,2022-02-12T06:00:00Z,5.40700000000,0.000000000000,23.770000000000
2022-11-01,MISO,Sugar Creek,2022-02-13,6,TRUE,0,34.33,20.002,34.33,2022-02-12T06:00:00Z,7.40700000000,0.000000000000,26.007000000000
2022-11-01,MISO,Sugar Creek,2022-02-13,7,TRUE,0,35.43,4.999,35.43,2022-02-12T06:00:00Z,6.47300000000,0.000000000000,24.996000000000
2022-11-01,MISO,Sugar Creek,2022-02-13,8,TRUE,0,36.82,0,36.82,2022-02-12T06:00:00Z,8.54500000000,0.000000000000,27.313000000000
2022-11-01,MISO,Sugar Creek,2022-02-13,9,TRUE,0,39.17,0,39.17,2022-02-12T06:00:00Z,13.17100000000,0.000000000000,32.460000000000
2022-11-01,MISO,Sugar Creek,2022-02-13,10,TRUE,0,36.16,0,36.16,2022-02-12T06:00:00Z,17.66000000000,0.000000000000,37.456000000000
2022-11-01,MISO,Sugar Creek,2022-02-13,11,TRUE,0,35.25,0,35.25,2022-02-12T06:00:00Z,35.51400000000,13.770000000000,57.258000000000
2022-11-01,MISO,Sugar Creek,2022-02-13,12,TRUE,0,35.6,47,35.6,2022-02-12T06:00:00Z,69.24400000000,43.834000000000,94.653000000000
2022-11-01,MISO,Sugar Creek,2022-02-13,13,TRUE,0,33.75,74,33.75,2022-02-12T06:00:00Z,77.51700000000,51.182000000000,103.851000000000
2022-11-01,MISO,Sugar Creek,2022-02-13,14,TRUE,0,35.18,69.001,35.18,2022-02-12T06:00:00Z,75.53500000000,49.381000000000,101.688000000000
2022-11-01,MISO,Sugar Creek,2022-02-13,15,TRUE,0,32.55,82,32.55,2022-02-12T06:00:00Z,69.65700000000,44.107000000000,95.206000000000
2022-11-01,MISO,Sugar Creek,2022-02-13,16,TRUE,0,31.64,95.002,31.64,2022-02-12T06:00:00Z,62.77300000000,37.938000000000,87.608000000000
